season,team,id,headshot,firstName,lastName,positionCode,shootsCatches,sweaterNumber,heightInInches,weightInPounds,heightInCentimeters,weightInKilograms,birthDate,birthCity,birthCountry,birthStateProvince,pos_F,pos_D,pos_G,hand_R,hand_L
2019,NJD,8479250,https://assets.nhle.com/mugs/nhl/20182019/NJD/8479250.png,Nick,Lappin,R,R,15,73,175,185,79,1992-11-01,Geneva,USA,Illinois,1,0,0,1,0
2019,NJD,8479415,https://assets.nhle.com/mugs/nhl/20182019/NJD/8479415.png,Michael,McLeod,C,R,20,74,190,188,86,1998-02-03,Mississauga,CAN,Ontario,1,0,0,1,0
2019,NJD,8476474,https://assets.nhle.com/mugs/nhl/20182019/NJD/8476474.png,Stefan,Noesen,R,R,23,73,205,185,93,1993-02-12,Plano,USA,Texas,1,0,0,1,0
2019,NJD,8475151,https://assets.nhle.com/mugs/nhl/20182019/NJD/8475151.png,Kyle,Palmieri,R,R,21,71,198,180,90,1991-02-01,Smithtown,USA,New York,1,0,0,1,0
2019,NJD,8476370,https://assets.nhle.com/mugs/nhl/20182019/NJD/8476370.png,Blake,Pietila,L,L,56,71,200,180,91,1993-02-20,Milford,USA,Michigan,1,0,0,0,1
2019,NJD,8477961,https://assets.nhle.com/mugs/nhl/20182019/NJD/8477961.png,John,Quenneville,C,L,47,73,195,185,88,1996-04-16,Edmonton,CAN,Alberta,1,0,0,0,1
2019,NJD,8479291,https://assets.nhle.com/mugs/nhl/20182019/NJD/8479291.png,Kevin,Rooney,C,L,16,74,190,188,86,1993-05-21,Canton,USA,Massachusetts,1,0,0,0,1
2019,NJD,8478881,https://assets.nhle.com/mugs/nhl/20182019/NJD/8478881.png,Brett,Seney,L,L,43,69,156,175,71,1996-02-28,London,CAN,Ontario,1,0,0,0,1
2019,NJD,8471226,https://assets.nhle.com/mugs/nhl/20182019/NJD/8471226.png,Drew,Stafford,R,R,18,74,215,188,98,1985-10-30,Milwaukee,USA,Wisconsin,1,0,0,1,0
2019,NJD,8474025,https://assets.nhle.com/mugs/nhl/20182019/NJD/8474025.png,Eric,Tangradi,L,L,34,76,226,193,103,1989-02-10,Philadelphia,USA,Pennsylvania,1,0,0,0,1
2019,NJD,8477425,https://assets.nhle.com/mugs/nhl/20182019/NJD/8477425.png,Miles,Wood,L,L,44,74,195,188,88,1995-09-13,Buffalo,USA,New York,1,0,0,0,1
2019,NJD,8478401,https://assets.nhle.com/mugs/nhl/20182019/NJD/8478401.png,Pavel,Zacha,C,L,37,76,199,193,90,1997-04-06,Brno,CZE,"",1,0,0,0,1
2019,NJD,8471233,https://assets.nhle.com/mugs/nhl/20182019/NJD/8471233.png,Travis,Zajac,C,R,19,74,185,188,84,1985-05-13,Winnipeg,CAN,Manitoba,1,0,0,1,0
2019,NJD,8477355,https://assets.nhle.com/mugs/nhl/20182019/NJD/8477355.png,Will,Butcher,D,L,8,70,195,178,88,1995-01-06,Sun Prairie,USA,Wisconsin,0,0,0,0,1
2019,NJD,8476941,https://assets.nhle.com/mugs/nhl/20182019/NJD/8476941.png,Connor,Carrick,D,R,5,70,198,178,90,1994-04-13,Orland Park,USA,Illinois,0,0,0,1,0
2019,NJD,8472382,https://assets.nhle.com/mugs/nhl/20182019/NJD/8472382.png,Andy,Greene,D,L,6,71,190,180,86,1982-10-30,Trenton,USA,Michigan,0,0,0,0,1
2019,NJD,8473468,https://assets.nhle.com/mugs/nhl/20182019/NJD/8473468.png,Eric,Gryba,D,R,2,76,222,193,101,1988-04-14,Saskatoon,CAN,Saskatchewan,0,0,0,1,0
2019,NJD,8477972,https://assets.nhle.com/mugs/nhl/20182019/NJD/8477972.png,Josh,Jacobs,D,R,40,74,200,188,91,1996-02-15,Shelby Township,USA,Michigan,0,0,0,1,0
2019,NJD,8473933,https://assets.nhle.com/mugs/nhl/20182019/NJD/8473933.png,Ben,Lovejoy,D,R,12,73,205,185,93,1984-02-20,Concord,USA,New Hampshire,0,0,0,1,0
2019,NJD,8477509,https://assets.nhle.com/mugs/nhl/20182019/NJD/8477509.png,Mirco,Mueller,D,L,25,75,210,191,95,1995-03-21,Winterthur,CHE,"",0,0,0,0,1
2019,NJD,8476465,https://assets.nhle.com/mugs/nhl/20182019/NJD/8476465.png,Ryan,Murphy,D,R,32,71,175,180,79,1993-03-31,Aurora,CAN,Ontario,0,0,0,1,0
2019,NJD,8477463,https://assets.nhle.com/mugs/nhl/20182019/NJD/8477463.png,Steven,Santini,D,R,16,74,209,188,95,1995-03-07,Bronxville,USA,New York,0,0,0,1,0
2019,NJD,8476923,https://assets.nhle.com/mugs/nhl/20182019/NJD/8476923.png,Damon,Severson,D,R,28,74,205,188,93,1994-08-07,Melville,CAN,Saskatchewan,0,0,0,1,0
2019,NJD,8475222,https://assets.nhle.com/mugs/nhl/20182019/NJD/8475222.png,Sami,Vatanen,D,R,45,70,185,178,84,1991-06-03,Jyväskylä,FIN,"",0,0,0,1,0
2019,NJD,8478841,https://assets.nhle.com/mugs/nhl/20182019/NJD/8478841.png,Colton,White,D,L,2,73,187,185,85,1997-05-03,London,CAN,Ontario,0,0,0,0,1
2019,NJD,8480948,https://assets.nhle.com/mugs/nhl/20182019/NJD/8480948.png,Egor,Yakovlev,D,L,74,72,190,183,86,1991-09-17,Magnitogorsk,RUS,"",0,0,0,0,1
2019,NJD,8478406,https://assets.nhle.com/mugs/nhl/20182019/NJD/8478406.png,Mackenzie,Blackwood,G,L,29,76,225,193,102,1996-12-09,Thunder Bay,CAN,Ontario,0,0,1,0,1
2019,NJD,8476234,https://assets.nhle.com/mugs/nhl/20182019/NJD/8476234.png,Keith,Kinkaid,G,L,1,74,195,188,88,1989-07-04,Farmingville,USA,New York,0,0,1,0,1
2019,NJD,8471239,https://assets.nhle.com/mugs/nhl/20182019/NJD/8471239.png,Cory,Schneider,G,L,35,75,214,191,97,1986-03-18,Marblehead,USA,Massachusetts,0,0,1,0,1
2019,NSH,8478042,https://assets.nhle.com/mugs/nhl/20182019/NSH/8478042.png,Viktor,Arvidsson,R,R,33,70,185,178,84,1993-04-08,Skelleftea,SWE,"",1,0,0,1,0
2019,NSH,8476278,https://assets.nhle.com/mugs/nhl/20182019/NSH/8476278.png,Colin,Blackwell,C,R,42,69,190,175,86,1993-03-28,North Andover,USA,Massachusetts,1,0,0,1,0
2019,NSH,8474009,https://assets.nhle.com/mugs/nhl/20182019/NSH/8474009.png,Nick,Bonino,C,L,13,73,195,185,88,1988-04-20,Hartford,USA,Connecticut,1,0,0,0,1
2019,NSH,8470619,https://assets.nhle.com/mugs/nhl/20182019/NSH/8470619.png,Brian,Boyle,C,L,11,78,245,198,111,1984-12-18,Hingham,USA,Massachusetts,1,0,0,0,1
2019,NSH,8476858,https://assets.nhle.com/mugs/nhl/20182019/NSH/8476858.png,Phillip,Di Giuseppe,L,L,16,72,193,183,88,1993-10-09,Toronto,CAN,Ontario,1,0,0,0,1
2019,NSH,8477942,https://assets.nhle.com/mugs/nhl/20182019/NSH/8477942.png,Kevin,Fiala,L,L,22,70,204,178,93,1996-07-22,St. Gallen,CHE,"",1,0,0,0,1
2019,NSH,8476887,https://assets.nhle.com/mugs/nhl/20182019/NSH/8476887.png,Filip,Forsberg,L,R,9,73,205,185,93,1994-08-13,Ostervala,SWE,"",1,0,0,1,0
2019,NSH,8477919,https://assets.nhle.com/mugs/nhl/20182019/NSH/8477919.png,Frederick,Gaudreau,C,R,89,72,184,183,83,1993-05-01,Bromont,CAN,Quebec,1,0,0,1,0
2019,NSH,8475798,https://assets.nhle.com/mugs/nhl/20182019/NSH/8475798.png,Mikael,Granlund,C,L,64,70,185,178,84,1992-02-26,Oulu,FIN,"",1,0,0,0,1
2019,NSH,8476428,https://assets.nhle.com/mugs/nhl/20182019/NSH/8476428.png,Rocco,Grimaldi,R,R,23,66,180,168,82,1993-02-08,Anaheim,USA,California,1,0,0,1,0
2019,NSH,8477451,https://assets.nhle.com/mugs/nhl/20182019/NSH/8477451.png,Ryan,Hartman,R,R,38,72,197,183,89,1994-09-20,Hilton Head Island,USA,South Carolina,1,0,0,1,0
2019,NSH,8475714,https://assets.nhle.com/mugs/nhl/20182019/NSH/8475714.png,Calle,Jarnkrok,C,R,19,72,192,183,87,1991-09-25,Gavle,SWE,"",1,0,0,1,0
2019,NSH,8475793,https://assets.nhle.com/mugs/nhl/20182019/NSH/8475793.png,Ryan,Johansen,C,R,92,75,218,191,99,1992-07-31,Vancouver,CAN,British Columbia,1,0,0,1,0
2019,NSH,8471657,https://assets.nhle.com/mugs/nhl/20182019/NSH/8471657.png,Cody,McLeod,L,L,55,74,204,188,93,1984-06-26,Binscarth,CAN,Manitoba,1,0,0,0,1
2019,NSH,8479514,https://assets.nhle.com/mugs/nhl/20182019/NSH/8479514.png,Rem,Pitlick,C,L,16,71,186,180,84,1997-04-02,Ottawa,CAN,Ontario,1,0,0,0,1
2019,NSH,8478409,https://assets.nhle.com/mugs/nhl/20182019/NSH/8478409.png,Anthony,Richard,C,L,93,71,183,180,83,1996-12-20,Trois-Rivières,CAN,Quebec,1,0,0,0,1
2019,NSH,8474736,https://assets.nhle.com/mugs/nhl/20182019/NSH/8474736.png,Zac,Rinaldo,L,L,36,70,192,178,87,1990-06-15,Mississauga,CAN,Ontario,1,0,0,0,1
2019,NSH,8476447,https://assets.nhle.com/mugs/nhl/20182019/NSH/8476447.png,Miikka,Salomaki,R,L,20,71,203,180,92,1993-03-09,Raahe,FIN,"",1,0,0,0,1
2019,NSH,8474190,https://assets.nhle.com/mugs/nhl/20182019/NSH/8474190.png,Wayne,Simmonds,R,R,17,74,184,188,83,1988-08-26,Scarborough,CAN,Ontario,1,0,0,1,0
2019,NSH,8476925,https://assets.nhle.com/mugs/nhl/20182019/NSH/8476925.png,Colton,Sissons,C,R,10,73,200,185,91,1993-11-05,North Vancouver,CAN,British Columbia,1,0,0,1,0
2019,NSH,8475225,https://assets.nhle.com/mugs/nhl/20182019/NSH/8475225.png,Craig,Smith,R,R,15,72,204,183,93,1989-09-05,Madison,USA,Wisconsin,1,0,0,1,0
2019,NSH,8480009,https://assets.nhle.com/mugs/nhl/20182019/NSH/8480009.png,Eeli,Tolvanen,R,L,28,70,191,178,87,1999-04-22,Vihti,FIN,"",1,0,0,0,1
2019,NSH,8474068,https://assets.nhle.com/mugs/nhl/20182019/NSH/8474068.png,Kyle,Turris,C,R,8,73,190,185,86,1989-08-14,New Westminster,CAN,British Columbia,1,0,0,1,0
2019,NSH,8475766,https://assets.nhle.com/mugs/nhl/20182019/NSH/8475766.png,Austin,Watson,L,R,51,76,204,193,93,1992-01-13,Ann Arbor,USA,Michigan,1,0,0,1,0
2019,NSH,8475868,https://assets.nhle.com/mugs/nhl/20182019/NSH/8475868.png,Anthony,Bitetto,D,L,2,73,222,185,101,1990-07-15,Island Park,USA,New York,0,0,0,0,1
2019,NSH,8474659,https://assets.nhle.com/mugs/nhl/20182019/NSH/8474659.png,Matt,Donovan,D,L,46,73,205,185,93,1990-05-09,Edmond,USA,Oklahoma,0,0,0,0,1
2019,NSH,8475218,https://assets.nhle.com/mugs/nhl/20182019/NSH/8475218.png,Mattias,Ekholm,D,L,14,76,215,193,98,1990-05-24,Borlange,SWE,"",0,0,0,0,1
2019,NSH,8475176,https://assets.nhle.com/mugs/nhl/20182019/NSH/8475176.png,Ryan,Ellis,D,R,4,70,180,178,82,1991-01-03,Hamilton,CAN,Ontario,0,0,0,1,0
2019,NSH,8479371,https://assets.nhle.com/mugs/nhl/20182019/NSH/8479371.png,Dante,Fabbro,D,R,57,72,189,183,86,1998-06-20,Coquitlam,CAN,British Columbia,0,0,0,1,0
2019,NSH,8469465,https://assets.nhle.com/mugs/nhl/20182019/NSH/8469465.png,Dan,Hamhuis,D,L,5,73,204,185,93,1982-12-13,Smithers,CAN,British Columbia,0,0,0,0,1
2019,NSH,8475625,https://assets.nhle.com/mugs/nhl/20182019/NSH/8475625.png,Matt,Irwin,D,L,52,74,200,188,91,1987-11-29,Victoria,CAN,British Columbia,0,0,0,0,1
2019,NSH,8474600,https://assets.nhle.com/mugs/nhl/20182019/NSH/8474600.png,Roman,Josi,D,L,59,73,201,185,91,1990-06-01,Bern,CHE,"",0,0,0,0,1
2019,NSH,8474056,https://assets.nhle.com/mugs/nhl/20182019/NSH/8474056.png,P.K.,Subban,D,R,76,72,210,183,95,1989-05-13,Toronto,CAN,Ontario,0,0,0,1,0
2019,NSH,8474134,https://assets.nhle.com/mugs/nhl/20182019/NSH/8474134.png,Yannick,Weber,D,R,7,71,200,180,91,1988-09-23,Morges,CHE,"",0,0,0,1,0
2019,NSH,8471469,https://assets.nhle.com/mugs/nhl/20182019/NSH/8471469.png,Pekka,Rinne,G,L,35,77,217,196,98,1982-11-03,Kempele,FIN,"",0,0,1,0,1
2019,NSH,8477424,https://assets.nhle.com/mugs/nhl/20182019/NSH/8477424.png,Juuse,Saros,G,L,74,71,180,180,82,1995-04-19,Forssa,FIN,"",0,0,1,0,1
2019,NYI,8474573,https://assets.nhle.com/mugs/nhl/20182019/NYI/8474573.png,Josh,Bailey,R,L,12,73,200,185,91,1989-10-02,Bowmanville,CAN,Ontario,1,0,0,0,1
2019,NYI,8478445,https://assets.nhle.com/mugs/nhl/20182019/NYI/8478445.png,Mathew,Barzal,C,R,13,73,190,185,86,1997-05-26,Coquitlam,CAN,British Columbia,1,0,0,1,0
2019,NYI,8478463,https://assets.nhle.com/mugs/nhl/20182019/NYI/8478463.png,Anthony,Beauvillier,L,L,18,71,180,180,82,1997-06-08,Sorel-Tracy,CAN,Quebec,1,0,0,0,1
2019,NYI,8475231,https://assets.nhle.com/mugs/nhl/20182019/NYI/8475231.png,Casey,Cizikas,C,L,53,71,190,180,86,1991-02-27,Toronto,CAN,Ontario,1,0,0,0,1
2019,NYI,8473504,https://assets.nhle.com/mugs/nhl/20182019/NYI/8473504.png,Cal,Clutterbuck,R,R,15,72,212,183,96,1987-11-18,Welland,CAN,Ontario,1,0,0,1,0
2019,NYI,8477936,https://assets.nhle.com/mugs/nhl/20182019/NYI/8477936.png,Michael,Dal Colle,L,L,28,75,195,191,88,1996-06-20,Woodbridge,CAN,Ontario,1,0,0,0,1
2019,NYI,8474586,https://assets.nhle.com/mugs/nhl/20182019/NYI/8474586.png,Jordan,Eberle,R,R,7,71,190,180,86,1990-05-15,Regina,CAN,Saskatchewan,1,0,0,1,0
2019,NYI,8470047,https://assets.nhle.com/mugs/nhl/20182019/NYI/8470047.png,Valtteri,Filppula,C,L,51,72,189,183,86,1984-03-20,Vantaa,FIN,"",1,0,0,0,1
2019,NYI,8479206,https://assets.nhle.com/mugs/nhl/20182019/NYI/8479206.png,Tanner,Fritz,C,R,11,71,192,180,87,1991-08-20,Grande Prairie,CAN,Alberta,1,0,0,1,0
2019,NYI,8472410,https://assets.nhle.com/mugs/nhl/20182019/NYI/8472410.png,Stephen,Gionta,C,R,10,67,177,170,80,1983-10-09,Rochester,USA,New York,1,0,0,1,0
2019,NYI,8477959,https://assets.nhle.com/mugs/nhl/20182019/NYI/8477959.png,Joshua,Ho-Sang,R,R,26,71,190,180,86,1996-01-22,Toronto,CAN,Ontario,1,0,0,1,0
2019,NYI,8477527,https://assets.nhle.com/mugs/nhl/20182019/NYI/8477527.png,Ross,Johnston,L,L,32,77,230,196,104,1994-02-18,Charlottetown,CAN,Prince Edward Island,1,0,0,0,1
2019,NYI,8473463,https://assets.nhle.com/mugs/nhl/20182019/NYI/8473463.png,Leo,Komarov,R,L,47,71,205,180,93,1987-01-23,Narva,EST,"",1,0,0,0,1
2019,NYI,8475832,https://assets.nhle.com/mugs/nhl/20182019/NYI/8475832.png,Tom,Kuhnhackl,R,L,14,74,190,188,86,1992-01-21,Landshut,DEU,"",1,0,0,0,1
2019,NYI,8471217,https://assets.nhle.com/mugs/nhl/20182019/NYI/8471217.png,Andrew,Ladd,L,L,16,75,205,191,93,1985-12-12,Maple Ridge,CAN,British Columbia,1,0,0,0,1
2019,NYI,8475314,https://assets.nhle.com/mugs/nhl/20182019/NYI/8475314.png,Anders,Lee,L,L,27,75,235,191,107,1990-07-03,Edina,USA,Minnesota,1,0,0,0,1
2019,NYI,8474709,https://assets.nhle.com/mugs/nhl/20182019/NYI/8474709.png,Matt,Martin,L,L,17,75,220,191,100,1989-05-08,Windsor,CAN,Ontario,1,0,0,0,1
2019,NYI,8475754,https://assets.nhle.com/mugs/nhl/20182019/NYI/8475754.png,Brock,Nelson,C,L,29,76,210,193,95,1991-10-15,Warroad,USA,Minnesota,1,0,0,0,1
2019,NYI,8470187,https://assets.nhle.com/mugs/nhl/20182019/NYI/8470187.png,Johnny,Boychuk,D,R,55,74,227,188,103,1984-01-19,Edmonton,CAN,Alberta,0,0,0,1,0
2019,NYI,8474066,https://assets.nhle.com/mugs/nhl/20182019/NYI/8474066.png,Thomas,Hickey,D,L,42,72,185,183,84,1989-02-08,Calgary,CAN,Alberta,0,0,0,0,1
2019,NYI,8475181,https://assets.nhle.com/mugs/nhl/20182019/NYI/8475181.png,Nick,Leddy,D,L,2,72,205,183,93,1991-03-20,Eden Prairie,USA,Minnesota,0,0,0,0,1
2019,NYI,8476429,https://assets.nhle.com/mugs/nhl/20182019/NYI/8476429.png,Scott,Mayfield,D,R,24,77,220,196,100,1992-10-14,St. Louis,USA,Missouri,0,0,0,1,0
2019,NYI,8476917,https://assets.nhle.com/mugs/nhl/20182019/NYI/8476917.png,Adam,Pelech,D,L,3,75,210,191,95,1994-08-16,Toronto,CAN,Ontario,0,0,0,0,1
2019,NYI,8477506,https://assets.nhle.com/mugs/nhl/20182019/NYI/8477506.png,Ryan,Pulock,D,R,6,74,216,188,98,1994-10-06,Dauphin,CAN,Manitoba,0,0,0,1,0
2019,NYI,8474579,https://assets.nhle.com/mugs/nhl/20182019/NYI/8474579.png,Luca,Sbisa,D,L,21,75,206,191,93,1990-01-30,Ozieri,ITA,"",0,0,0,0,1
2019,NYI,8478038,https://assets.nhle.com/mugs/nhl/20182019/NYI/8478038.png,Devon,Toews,D,L,25,73,191,185,87,1994-02-21,Abbotsford,CAN,British Columbia,0,0,0,0,1
2019,NYI,8476444,https://assets.nhle.com/mugs/nhl/20182019/NYI/8476444.png,Christopher,Gibson,G,L,33,74,217,188,98,1992-12-27,Karkkila,FIN,"",0,0,1,0,1
2019,NYI,8471306,https://assets.nhle.com/mugs/nhl/20182019/NYI/8471306.png,Thomas,Greiss,G,L,1,74,219,188,99,1986-01-29,Fussen,DEU,"",0,0,1,0,1
2019,NYI,8475215,https://assets.nhle.com/mugs/nhl/20182019/NYI/8475215.png,Robin,Lehner,G,L,40,76,250,193,113,1991-07-24,Gothenburg,SWE,"",0,0,1,0,1
2019,NYR,8480072,https://assets.nhle.com/mugs/nhl/20182019/NYR/8480072.png,Lias,Andersson,C,L,28,73,185,185,84,1998-10-13,Smogen,SWE,"",1,0,0,0,1
2019,NYR,8473492,https://assets.nhle.com/mugs/nhl/20182019/NYR/8473492.png,Matt,Beleskey,L,L,39,72,207,183,94,1988-06-07,Windsor,CAN,Ontario,1,0,0,0,1
2019,NYR,8475736,https://assets.nhle.com/mugs/nhl/20182019/NYR/8475736.png,Connor,Brickley,L,L,23,72,203,183,92,1992-02-25,Everett,USA,Massachusetts,1,0,0,0,1
2019,NYR,8477402,https://assets.nhle.com/mugs/nhl/20182019/NYR/8477402.png,Pavel,Buchnevich,R,L,89,73,196,185,89,1995-04-17,Cherepovets,RUS,"",1,0,0,0,1
2019,NYR,8480078,https://assets.nhle.com/mugs/nhl/20182019/NYR/8480078.png,Filip,Chytil,C,L,72,74,204,188,93,1999-09-05,Kromeriz,CZE,"",1,0,0,0,1
2019,NYR,8475855,https://assets.nhle.com/mugs/nhl/20182019/NYR/8475855.png,Jesper,Fast,R,R,17,73,191,185,87,1991-12-02,Nassjo,SWE,"",1,0,0,1,0
2019,NYR,8476396,https://assets.nhle.com/mugs/nhl/20182019/NYR/8476396.png,Steven,Fogarty,C,R,29,75,204,191,93,1993-04-19,Chambersburg,USA,Pennsylvania,1,0,0,1,0
2019,NYR,8479364,https://assets.nhle.com/mugs/nhl/20182019/NYR/8479364.png,Tim,Gettinger,L,L,42,78,222,198,101,1998-04-14,Cleveland,USA,Ohio,1,0,0,0,1
2019,NYR,8475763,https://assets.nhle.com/mugs/nhl/20182019/NYR/8475763.png,Kevin,Hayes,C,L,13,77,216,196,98,1992-05-08,Dorchester,USA,Massachusetts,1,0,0,0,1
2019,NYR,8479353,https://assets.nhle.com/mugs/nhl/20182019/NYR/8479353.png,Brett,Howden,C,L,21,74,203,188,92,1998-03-29,Calgary,CAN,Alberta,1,0,0,0,1
2019,NYR,8475184,https://assets.nhle.com/mugs/nhl/20182019/NYR/8475184.png,Chris,Kreider,L,L,20,75,230,191,104,1991-04-30,Boxford,USA,Massachusetts,1,0,0,0,1
2019,NYR,8477962,https://assets.nhle.com/mugs/nhl/20182019/NYR/8477962.png,Brendan,Lemieux,L,L,48,73,215,185,98,1996-03-15,Denver,USA,Colorado,1,0,0,0,1
2019,NYR,8479968,https://assets.nhle.com/mugs/nhl/20182019/NYR/8479968.png,Vinni,Lettieri,R,R,95,70,184,178,83,1995-02-06,Excelsior,USA,Minnesota,1,0,0,1,0
2019,NYR,8471657,https://assets.nhle.com/mugs/nhl/20182019/NYR/8471657.png,Cody,McLeod,L,L,8,74,204,188,93,1984-06-26,Binscarth,CAN,Manitoba,1,0,0,0,1
2019,NYR,8476480,https://assets.nhle.com/mugs/nhl/20182019/NYR/8476480.png,Vladislav,Namestnikov,C,L,90,72,179,183,81,1992-11-22,Zhukovskiy,RUS,"",1,0,0,0,1
2019,NYR,8476922,https://assets.nhle.com/mugs/nhl/20182019/NYR/8476922.png,Boo,Nieves,C,L,15,75,214,191,97,1994-01-23,Syracuse,USA,New York,1,0,0,0,1
2019,NYR,8475727,https://assets.nhle.com/mugs/nhl/20182019/NYR/8475727.png,Ryan,Spooner,C,L,23,71,191,180,87,1992-01-30,Ottawa,CAN,Ontario,1,0,0,0,1
2019,NYR,8476458,https://assets.nhle.com/mugs/nhl/20182019/NYR/8476458.png,Ryan,Strome,C,R,16,73,191,185,87,1993-07-11,Mississauga,CAN,Ontario,1,0,0,1,0
2019,NYR,8476918,https://assets.nhle.com/mugs/nhl/20182019/NYR/8476918.png,Jimmy,Vesey,L,L,26,75,202,191,92,1993-05-26,Boston,USA,Massachusetts,1,0,0,0,1
2019,NYR,8476459,https://assets.nhle.com/mugs/nhl/20182019/NYR/8476459.png,Mika,Zibanejad,C,R,93,74,202,188,92,1993-04-18,Stockholm,SWE,"",1,0,0,1,0
2019,NYR,8475692,https://assets.nhle.com/mugs/nhl/20182019/NYR/8475692.png,Mats,Zuccarello,R,L,36,68,181,173,82,1987-09-01,Oslo,NOR,"",1,0,0,0,1
2019,NYR,8476368,https://assets.nhle.com/mugs/nhl/20182019/NYR/8476368.png,Fredrik,Claesson,D,L,33,73,196,185,89,1992-11-24,Stockholm,SWE,"",0,0,0,0,1
2019,NYR,8477950,https://assets.nhle.com/mugs/nhl/20182019/NYR/8477950.png,Tony,DeAngelo,D,R,77,71,180,180,82,1995-10-24,Sewell,USA,New Jersey,0,0,0,1,0
2019,NYR,8477337,https://assets.nhle.com/mugs/nhl/20182019/NYR/8477337.png,John,Gilmour,D,L,58,72,188,183,85,1993-05-17,Montréal,CAN,Quebec,0,0,0,0,1
2019,NYR,8479333,https://assets.nhle.com/mugs/nhl/20182019/NYR/8479333.png,Libor,Hajek,D,L,25,74,209,188,95,1998-02-04,Smrcek,CZE,"",0,0,0,0,1
2019,NYR,8479324,https://assets.nhle.com/mugs/nhl/20182019/NYR/8479324.png,Ryan,Lindgren,D,L,55,72,190,183,86,1998-02-11,Burnsville,USA,Minnesota,0,0,0,0,1
2019,NYR,8471717,https://assets.nhle.com/mugs/nhl/20182019/NYR/8471717.png,Adam,McQuaid,D,R,54,76,210,193,95,1986-10-12,Charlottetown,CAN,Prince Edward Island,0,0,0,1,0
2019,NYR,8480145,https://assets.nhle.com/mugs/nhl/20182019/NYR/8480145.png,Neal,Pionk,D,R,44,72,185,183,84,1995-07-29,Omaha,USA,Nebraska,0,0,0,1,0
2019,NYR,8474031,https://assets.nhle.com/mugs/nhl/20182019/NYR/8474031.png,Kevin,Shattenkirk,D,R,22,72,212,183,96,1989-01-29,New Rochelle,USA,New York,0,0,0,1,0
2019,NYR,8476869,https://assets.nhle.com/mugs/nhl/20182019/NYR/8476869.png,Brady,Skjei,D,L,76,75,210,191,95,1994-03-26,Lakeville,USA,Minnesota,0,0,0,0,1
2019,NYR,8474090,https://assets.nhle.com/mugs/nhl/20182019/NYR/8474090.png,Brendan,Smith,D,L,42,74,200,188,91,1989-02-08,Mimico,CAN,Ontario,0,0,0,0,1
2019,NYR,8471686,https://assets.nhle.com/mugs/nhl/20182019/NYR/8471686.png,Marc,Staal,D,L,18,76,208,193,94,1987-01-13,Thunder Bay,CAN,Ontario,0,0,0,0,1
2019,NYR,8480382,https://assets.nhle.com/mugs/nhl/20182019/NYR/8480382.png,Alexandar,Georgiev,G,L,40,73,178,185,81,1996-02-10,Ruse,BGR,"",0,0,1,0,1
2019,NYR,8468685,https://assets.nhle.com/mugs/nhl/20182019/NYR/8468685.png,Henrik,Lundqvist,G,L,30,73,182,185,83,1982-03-02,Are,SWE,"",0,0,1,0,1
2019,OTT,8479411,https://assets.nhle.com/mugs/nhl/20182019/OTT/8479411.png,Vitaly,Abramov,L,L,85,70,180,178,82,1998-05-08,Chelyabinsk,RUS,"",1,0,0,0,1
2019,OTT,8475423,https://assets.nhle.com/mugs/nhl/20182019/OTT/8475423.png,Darren,Archibald,R,L,90,75,210,191,95,1990-02-09,Newmarket,CAN,Ontario,1,0,0,0,1
2019,OTT,8478870,https://assets.nhle.com/mugs/nhl/20182019/OTT/8478870.png,Rudolfs,Balcers,L,L,92,71,182,180,83,1997-04-08,Liepaja,LVA,"",1,0,0,0,1
2019,OTT,8480208,https://assets.nhle.com/mugs/nhl/20182019/OTT/8480208.png,Drake,Batherson,R,R,19,75,200,191,91,1998-04-27,Fort Wayne,USA,Indiana,1,0,0,1,0
2019,OTT,8474571,https://assets.nhle.com/mugs/nhl/20182019/OTT/8474571.png,Mikkel,Boedker,L,L,89,71,207,180,94,1989-12-16,Brondby,DNK,"",1,0,0,0,1
2019,OTT,8479366,https://assets.nhle.com/mugs/nhl/20182019/OTT/8479366.png,Logan,Brown,C,L,27,78,218,198,99,1998-03-05,Raleigh,USA,North Carolina,1,0,0,0,1
2019,OTT,8474008,https://assets.nhle.com/mugs/nhl/20182019/OTT/8474008.png,Paul,Carey,C,L,28,73,196,185,89,1988-09-24,Boston,USA,Massachusetts,1,0,0,0,1
2019,OTT,8478488,https://assets.nhle.com/mugs/nhl/20182019/OTT/8478488.png,Filip,Chlapik,C,L,78,74,194,188,88,1997-06-03,Prague,CZE,"",1,0,0,0,1
2019,OTT,8475168,https://assets.nhle.com/mugs/nhl/20182019/OTT/8475168.png,Matt,Duchene,C,L,95,71,195,180,88,1991-01-16,Haliburton,CAN,Ontario,1,0,0,0,1
2019,OTT,8477407,https://assets.nhle.com/mugs/nhl/20182019/OTT/8477407.png,Anthony,Duclair,L,L,10,71,197,180,89,1995-08-26,Pointe-Claire,CAN,Quebec,1,0,0,0,1
2019,OTT,8476288,https://assets.nhle.com/mugs/nhl/20182019/OTT/8476288.png,Ryan,Dzingel,L,L,10,72,190,183,86,1992-03-09,Wheaton,USA,Illinois,1,0,0,0,1
2019,OTT,8480029,https://assets.nhle.com/mugs/nhl/20182019/OTT/8480029.png,Alex,Formenton,L,L,10,75,195,191,88,1999-09-13,Barrie,CAN,Ontario,1,0,0,0,1
